0.021225,0.0819147,7.86646e-005,-0.000177226,0.0825261,0,0
0.0356651,0.337566,0.000169369,-0.000599327,0.339963,0,0
0.0236124,0.756572,0.000246402,-0.00139243,0.762175,0,0
-0.0350097,1.32562,0.000328504,-0.00273413,1.33739,0,0
-0.163632,2.03104,0.000440446,-0.00478974,2.05565,0,0
-0.386455,2.85874,0.000610824,-0.00771465,2.90942,0,0
-0.726364,3.79419,0.000868052,-0.0116573,3.89394,0,0
-1.20328,4.8224,0.00123493,-0.0167624,5.00709,0,0
-1.83284,5.92794,0.00172211,-0.0231731,6.24895,0,0
-2.62539,7.095,0.00232083,-0.0310325,7.62079,0,0
-3.58526,8.30748,0.00299532,-0.040483,9.12391,0,0
-4.71031,9.54918,0.00367552,-0.0516639,10.7582,0,0
-5.99172,10.804,0.0042508,-0.0647056,12.5205,0,0
-7.41407,12.0562,0.00456553,-0.0797221,14.4034,0,0
-8.9558,13.2908,0.00441744,-0.0968008,16.3942,0,0
-10.5988,14.5062,0.00365854,-0.115824,18.4936,3,0
-12.3087,15.6769,0.00192813,-0.136936,20.661,3,0
-14.0485,16.7896,-0.00111163,-0.160118,22.8631,3,0
-15.7801,17.8347,-0.00578957,-0.185243,25.0639,3,0
-17.466,18.8042,-0.0124328,-0.212104,27.2246,3,0
-19.0701,19.6923,-0.021347,-0.240421,29.3058,3,0
-20.6046,20.4857,-0.0329776,-0.269749,31.278,3,2
-22.004,21.1842,-0.0475028,-0.299725,33.091,3,2
-23.2159,21.7943,-0.0648814,-0.329996,34.7091,3,2
-24.2294,22.3183,-0.0851777,-0.360067,36.1132,3,2
-25.0399,22.7595,-0.108367,-0.389449,37.2916,3,2
-25.6481,23.1222,-0.13434,-0.417668,38.24,3,2
-26.0602,23.4113,-0.16291,-0.444293,38.9611,3,2
-26.2871,23.6322,-0.193827,-0.46894,39.4636,3,2
-26.3432,23.7904,-0.226793,-0.491291,39.7615,3,2
-26.2458,23.8917,-0.261473,-0.51109,39.8722,3,2
-26.0141,23.9417,-0.297519,-0.528154,39.816,3,2
-25.6886,23.9563,-0.334405,-0.542369,39.6438,3,2
-25.2734,23.9314,-0.371905,-0.553689,39.3524,3,2
-24.7819,23.8694,-0.409763,-0.56211,38.9551,3,2
-24.232,23.7754,-0.447674,-0.567671,38.4724,3,2
